,sentence,label
2239,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
2240,Every day i use to sleep after  &lt;#&gt;  so only.,0
2241,K I'll call you when I'm close,0
2242,U buy newspapers already?,0
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0
2244,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0
2245,No management puzzeles.,0
2246,How did you find out in a way that didn't include all of these details,0
2247,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1
2248,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,1
2249,will you like to be spoiled? :),0
2250,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",1
2251,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0
2252,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0
2253,Den wat will e schedule b lk on sun?,0
2254,Lol enjoy role playing much?,0
2255,Ok. Me watching tv too.,0
2256,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0
2257,"Just checked out, heading out to drop off my stuff now",0
2258,Here got lots of hair dresser fr china.,0
2259,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
2260,Ill call you evening ill some ideas.,0
2261,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1
2262,Did you show him and wot did he say or could u not c him 4 dust?,0
2263,It should take about  &lt;#&gt;  min,0
2264,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
2265,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0
2266,I cant pick the phone right now. Pls send a message,0
2267,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1
2268,Finish liao... U?,0
2269,88066 FROM 88066 LOST 3POUND HELP,1
2270,Haha i think i did too,0
2271,U know we watchin at lido?,0
2272,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0
2273,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0
2274,Cold. Dont be sad dear,0
2275,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0
2276,Is that on the telly? No its Brdget Jones!,0
2277,Love you aathi..love u lot..,0
2278,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0
2279,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0
2280,"Sorry, I'll call later in meeting",0
2281,R ü comin back for dinner?,0
2282,"I hav almost reached. Call, i m unable to connect u.",0
2283,Whom you waited for yesterday,0
2284,I reach home safe n sound liao...,0
2285,"Velly good, yes please!",0
2286,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0
2287,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0
2288,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0
2289,Dont you have message offer,0
2290,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1
2291,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0
2292,Remind me how to get there and I shall do so,0
2293,:-( that's not v romantic!,0
2294,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0
2295,You have 1 new message. Please call 08718738034.,1
2296,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0
2297,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1
2298,Draw va?i dont think so:),0
2299,Dont pick up d call when something important is There to tell. Hrishi,0
2300,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1
2301,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,0
2302,"&lt;#&gt; , that's all? Guess that's easy enough",0
2303,We can make a baby in yo tho,0
2304,Should I tell my friend not to come round til like  &lt;#&gt; ish?,0
2305,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0
2306,Still in the area of the restaurant. Ill try to come back soon,0
2307,"Aight that'll work, thanks",0
2308,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
2309,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,1
2310,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0
2311,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
2312,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1
2313,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1
2314,So what do you guys do.,0
2315,Also that chat was awesome but don't make it regular unless you can see her in person,0
2316,That's significant but dont worry.,0
2317,That's cause your old. I live to be high.,0
2318,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0
2319,On the way to office da..,0
2320,In which place do you want da.,0
2321,This pain couldn't have come at a worse time.,0
2322,Ok...,0
2323,Should I be stalking u?,0
2324,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0
2325,Ok lor.,0
2326,Apps class varaya elaya.,0
2327,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0
2328,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1
2329,That day you asked about anand number. Why:-),0
2330,Am surfing online store. For offers do you want to buy any thing.,0
2331,Long beach lor. Expected... U having dinner now?,0
2332,At home by the way,0
2333,We are both fine. Thanks,0
2334,What happen to her tell the truth,0
2335,Do you like Italian food?,0
2336,Which is weird because I know I had it at one point,0
2337,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,0
2338,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0
2339,"Alright, see you in a bit",0
2340,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,0
2341,I will take care of financial problem.i will help:),0
2342,Tell dear what happen to you. Why you talking to me like an alian,0
2343,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,1
2344,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
2345,Okie...,0
2346,"Hi this is yijue, can i meet u at 11 tmr?",0
2347,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0
2348,But i dint slept in afternoon.,0
2349,That seems unnecessarily affectionate,0
2350,Yar else i'll thk of all sorts of funny things.,0
2351,You will be in the place of that man,0
2352,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",1
2353,Thats cool. How was your day?,0
2354,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1
2355,R we going with the  &lt;#&gt;  bus?,0
2356,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0
2357,No..he joined today itself.,0
2358,Okay same with me. Well thanks for the clarification,0
2359,I'll talk to the others and probably just come early tomorrow then,0
2360,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1
2361,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0
2362,Hi. I'm sorry i missed your call. Can you pls call back.,0
2363,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
2364,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1
2365,Ok then no need to tell me anything i am going to sleep good night,0
2366,Ok try to do week end course in coimbatore.,0
2367,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1
2368,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0
2369,If you r @ home then come down within 5 min,0
2370,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
2371,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",0
2372,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",0
2373,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0
2374,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1
2375,Dunno lei he neva say...,0
2376,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,0
2377,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0
2378,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1
2379,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0
2380,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0
2381,"If i let you do this, i want you in the house by 8am.",0
2382,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",0
2383,I will reach before ten morning,0
2384,Your pussy is perfect!,0
2385,"Sorry, I'll call later",0
2386,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1
2387,No message..no responce..what happend?,0
2388,Also where's the piece,0
2389,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0
2390,Boo. How's things? I'm back at home and a little bored already :-(,0
2391,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0
2392,PICK UR FONE UP NOW U DUMB?,0
2393,"Thanks da thangam, i feel very very happy dear. I also miss you da.",0
2394,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",0
2395,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
2396,"Babe, I'm back ... Come back to me ...",0
2397,Well you told others you'd marry them...,0
2398,Neshanth..tel me who r u?,0
2399,YO YO YO BYATCH WHASSUP?,0
2400,Oh... Kay... On sat right?,0
2401,Hi! This is Roger from CL. How are you?,0
2402,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1
2403,Oh oh... Wasted... Den muz chiong on sat n sun liao...,0
2404,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
2405,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0
2406,I'm meeting Darren...,0
2407,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",0
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
2409,Dear where you will be when i reach there,0
2410,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0
2411,Ok... Thanx... Gd nite 2 ü too...,0
2412,"Come to me right now, Ahmad",0
2413,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1
2414,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0
2415,O was not into fps then.,0
2416,Huh means computational science... Y they like dat one push here n there...,0
2417,"Could you not read me, my Love ? I answered you",0
2418,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,0
2419,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0
2420,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1
2421,Oic... Then better quickly go bathe n settle down...,0
2422,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0
2423,A bloo bloo bloo I'll miss the first bowl,0
2424,Lmao but its so fun...,0
2425,Oh k k:)but he is not a big hitter.anyway good,0
2426,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0
2427,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1
2428,Do you think i can move  &lt;#&gt;  in a week,0
2429,She.s find. I sent you an offline message to know how anjola's now.,0
2430,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1
2431,How was txting and driving,0
2432,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0
2433,Really dun bluff me leh... U sleep early too. Nite...,0
2434,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",0
2435,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0
2436,Oh ya ya. I remember da. .,0
2437,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0
2438,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1
2439,I not busy juz dun wan 2 go so early.. Hee..,0
2440,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0
2441,"Great. I'm in church now, will holla when i get out",0
2442,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,0
2443,I donno if they are scorable,0
2444,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0
2445,"Yes but i dont care! I need you bad, princess!",0
2446,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0
2447,"Sorry, I'll call later",0
2448,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,0
2449,Do u knw dis no. &lt;#&gt; ?,0
2450,Then she dun believe wat?,0
2451,K..give back my thanks.,0
2452,I know complain num only..bettr directly go to bsnl offc nd apply for it..,0
2453,Okay. I've seen it. So i should pick it on friday?,0
2454,How much she payed. Suganya.,0
2455,Left dessert. U wan me 2 go suntec look 4 u?,0
2456,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
2457,Onum ela pa. Normal than.,0
2458,K.k..how is your sister kids?,0
2459,"Cool, I'll text you when I'm on the way",0
2460,Nope. Meanwhile she talk say make i greet you.,0
2461,i cant talk to you now.i will call when i can.dont keep calling.,0
2462,Anything lar...,0
2463,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0
2464,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0
2465,They will pick up and drop in car.so no problem..,0
2466,S.i think he is waste for rr..,0
2467,He is world famamus....,0
2468,Is there coming friday is leave for pongal?do you get any news from your work place.,0
2469,Lol well don't do it without me. We could have a big sale together.,0
2470,* Am on my way,0
2471,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
2472,"sry can't talk on phone, with parents",0
2473,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1
2474,Ok lor wat time ü finish?,0
2475,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0
2476,Mm i am on the way to railway,0
2477,i dnt wnt to tlk wid u,0
2478,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0
2479,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0
2480,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1
2481,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1
2482,K.:)do it at evening da:)urgent:),0
2483,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0
2484,Mm have some kanji dont eat anything heavy ok,0
2485,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0
2486,Lol that's different. I don't go trying to find every real life photo you ever took.,0
2487,I dont thnk its a wrong calling between us,0
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0
2489,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0
2490,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0
2491,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0
2492,"Greetings me, ! Consider yourself excused.",0
2493,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0
2494,they released another Italian one today and it has a cosign option,0
2495,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0
2496,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1
2497,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0
2498,Dai what this da.. Can i send my resume to this id.,0
2499,"I know where the  &lt;#&gt;  is, I'll be there around 5",0
2500,Yup i've finished c ü there...,0
2501,Remember to ask alex about his pizza,0
2502,No da..today also i forgot..,0
2503,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0
2504,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
2505,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0
2506,Congrats kano..whr s the treat maga?,0
2507,Who u talking about?,0
2508,Yup...,0
2509,Ok...,0
2510,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0
2511,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,0
2512,Er yep sure. Props?,0
2513,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0
2514,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1
2515,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0
2516,Bognor it is! Should be splendid at this time of year.,0
2517,Yes.i'm in office da:),0
2518,"Sorry, I'll call later",0
2519,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
2520,Ok. I only ask abt e movie. U wan ktv oso?,0
2521,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0
2522,"Sorry, I'll call later",0
2523,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,0
2524,"Sorry, I'll call later",0
2525,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
2526,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
2527,Do u noe how 2 send files between 2 computers?,0
2528,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0
2529,jay says he'll put in  &lt;#&gt;,0
2530,Can you just come in for a sec? There's somebody here I want you to see,0
2531,So the sun is anti sleep medicine.,0
2532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0
2533,Yup ok...,0
2534,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0
2535,Ok enjoy . R u there in home.,0
2536,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0
2537,You do what all you like,0
2538,That's y we haf to combine n c how lor...,0
2539,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0
2540,Hmmm:)how many players selected?,0
2541,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0
2542,I dont. Can you send it to me. Plus how's mode.,0
2543,Aiyo please ü got time meh.,0
2544,Package all your programs well,0
2545,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0
2546,So are you guys asking that i get that slippers again or its gone with last year,0
2547,Company is very good.environment is terrific and food is really nice:),0
2548,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1
2549,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
2550,Yup but not studying surfing lor. I'm in e lazy mode today.,0
2551,Please sen :)my kind advice :-)please come here and try:-),0
2552,I'm done. C ü there.,0
2553,"Oh fine, I'll be by tonight",0
2554,Ü give me some time to walk there.,0
2555,I'll reach in ard 20 mins ok...,0
2556,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1
2557,Fuck babe ... What happened to you ? How come you never came back?,0
2558,This message is brought to you by GMW Ltd. and is not connected to the,1
2559,"Some friends want me to drive em someplace, probably take a while",0
2560,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0
2561,Are you still getting the goods.,0
2562,And maybe some pressies,0
2563,"Yeah I am, so I'll leave maybe 7ish?",0
2564,K..k..i'm also fine:)when will you complete the course?,0
2565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
2566,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0
2567,You in your room? I need a few,0
2568,I dont want to hear anything,0
2569,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0
2570,Ultimately tor motive tui achieve korli.,0
2571,From 5 to 2 only my work timing.,0
2572,… and don‘t worry we‘ll have finished by march … ish!,0
2573,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0
2574,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1
2575,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1
2576,Now thats going to ruin your thesis!,0
2577,In sch but neva mind u eat 1st lor..,0
2578,Hey whats up? U sleeping all morning?,0
2579,Erm. I thought the contract ran out the4th of october.,0
2580,I dunno until when... Lets go learn pilates...,0
2581,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,1
2582,Yup i'm elaborating on the safety aspects and some other issues..,0
2583,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",1
2584,"Goodmorning, today i am late for 1hr.",0
2585,Hi happy birthday. Hi hi hi hi hi hi hi,0
2586,I will be outside office take all from there,0
2587,If you don't respond imma assume you're still asleep and imma start calling n shit,0
2588,"Aight, see you in a bit",0
2589,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0
2590,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1
2591,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0
2592,Still work going on:)it is very small house.,0
2593,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0
2594,Tmr timin still da same wat cos i got lesson until 6...,0
2595,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0
2596,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1
2597,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0
